startphrase,ending1,ending2,ending3,ending4,label,min_surprisal_gpt2,min_surprisal_t5,min_surprisal_bert
The lawyer peers closely over his shoulder to read along. Someone,The lawyer peers closely over his shoulder to read along. Someone smiles at the press gangster.,The lawyer peers closely over his shoulder to read along. Someone wears a troubled look.,The lawyer peers closely over his shoulder to read along. Someone drinks from a huge bottle.,The lawyer peers closely over his shoulder to read along. Someone picks up someone's phone.,3,4,2,3
Someone drives the limo into a ramp and drives in the collapsing buildings ground flour. A high rise,Someone drives the limo into a ramp and drives in the collapsing buildings ground flour. A high rise falls on the road.,Someone drives the limo into a ramp and drives in the collapsing buildings ground flour. A high rise rises from the look car.,Someone drives the limo into a ramp and drives in the collapsing buildings ground flour. A high rise crashes into the goal.,Someone drives the limo into a ramp and drives in the collapsing buildings ground flour. A high rise fills one of the vehicles.,1,1,3,3
"Leaning out from hiding and craning his neck, the young agent peers up at the hotel. With a resentful sneer, someone","Leaning out from hiding and craning his neck, the young agent peers up at the hotel. With a resentful sneer, someone leads someone with someone.","Leaning out from hiding and craning his neck, the young agent peers up at the hotel. With a resentful sneer, someone and someone sit down nearby.","Leaning out from hiding and craning his neck, the young agent peers up at the hotel. With a resentful sneer, someone wiggles someone's chin.","Leaning out from hiding and craning his neck, the young agent peers up at the hotel. With a resentful sneer, someone falls back at his window.",1,3,3,2
The mercenaries make a wary record of the ruined village. More corpses of people and animals,The mercenaries make a wary record of the ruined village. More corpses of people and animals are tipped up towards people.,The mercenaries make a wary record of the ruined village. More corpses of people and animals emerge into the water.,The mercenaries make a wary record of the ruined village. More corpses of people and animals litter the dry muddy ground.,The mercenaries make a wary record of the ruined village. More corpses of people and animals appear on the floor.,3,4,4,4
"Someone holds someone up as they leave the photo area. On the dance floor, people","Someone holds someone up as they leave the photo area. On the dance floor, people run past a shabby bus.","Someone holds someone up as they leave the photo area. On the dance floor, people carry someone on the bed.","Someone holds someone up as they leave the photo area. On the dance floor, people look in and around her.","Someone holds someone up as they leave the photo area. On the dance floor, people face each other and shout.",4,4,1,4
The man dips the lady. The lady,The man dips the lady. The lady shakes his head and talks.,The man dips the lady. The lady slides to the ground.,The man dips the lady. The lady holds up a towel.,The man dips the lady. The lady adds water to her other leg.,2,2,2,3
Someone leans close to someone. She,Someone leans close to someone. She gives a slight smile.,Someone leans close to someone. She holds up a shaking hand.,Someone leans close to someone. She smiles and blinks at him.,Someone leans close to someone. She gives him a message.,3,1,1,4
Someone leans close to someone. She,Someone leans close to someone. She gives a slight smile.,Someone leans close to someone. She tilts up her face.,Someone leans close to someone. She holds up a shaking hand.,Someone leans close to someone. She gives him a message.,2,1,1,4
"He grabs her, turns her roughly. She","He grabs her, turns her roughly. She eyes the ledge below.","He grabs her, turns her roughly. She beats his arms away.","He grabs her, turns her roughly. She tumbles to the bottom.","He grabs her, turns her roughly. She knocks her husband over.",2,3,3,4
A marching band parades down the street. People on both sides of the street,A marching band parades down the street. People on both sides of the street gather on the track.,A marching band parades down the street. People on both sides of the street seem happy to be blindfolded.,A marching band parades down the street. People on both sides of the street are playing the pipes.,A marching band parades down the street. People on both sides of the street watch the parade and applaud.,4,4,3,4
She whips her arm away. She,She whips her arm away. She runs over the mission.,She whips her arm away. She puts it over her head.,She whips her arm away. She bumps into the girls.,She whips her arm away. She puts herself in the bag.,2,2,1,3
A pile of kindling flanked by rocks is shown. The kindling,A pile of kindling flanked by rocks is shown. The kindling is lit with a torch.,A pile of kindling flanked by rocks is shown. The kindling is displayed on the carpet.,A pile of kindling flanked by rocks is shown. The kindling begins to fight in the air.,A pile of kindling flanked by rocks is shown. The kindling is filled with ornate stems.,1,1,4,2
A pile of kindling flanked by rocks is shown. The kindling,A pile of kindling flanked by rocks is shown. The kindling is displayed on the carpet.,A pile of kindling flanked by rocks is shown. The kindling is placed in a fire.,A pile of kindling flanked by rocks is shown. The kindling begins to fight in the air.,A pile of kindling flanked by rocks is shown. The kindling is filled with ornate stems.,2,2,4,1
Middle - aged man in a shirt and tank top comes in. His friend,Middle - aged man in a shirt and tank top comes in. His friend files him from behind.,Middle - aged man in a shirt and tank top comes in. His friend fell on his back.,Middle - aged man in a shirt and tank top comes in. His friend turns her turning to see.,Middle - aged man in a shirt and tank top comes in. His friend knocks back the wine.,4,2,4,4
