,Unnamed: 0,type,startphrase,ending1,ending2,ending3,ending4,label,gpt2-large_average_surprisal_prediction,gpt2-large_max_word_surprisal_prediction,gpt2-large_max_words_each_ending,bert-large-uncased_average_surprisal_prediction,bert-large-uncased_max_word_surprisal_prediction,bert-large-uncased_max_words_each_ending,t5-large_average_surprisal_prediction,t5-large_max_word_surprisal_prediction,t5-large_max_words_each_ending
87,87,o,The man puts on his jacket. The man,is looking for food in his fridge.,pets his dog.,is trying not to freeze.,is playing frisbee with his mouth.,3,3,1,"[' food', ' pets', ' freeze', ' fr']",1,1,"['fridge', 'dog', 'freeze', 'frisbee']",1,1,"['fridge', 'pets', 'freeze', 'frisbee']"
88,88,o,The child is learning how to walk. The child,is sleeping.,runs a marathon.,figures out how to dance.,breaks his fall with his face.,4,3,1,"[' sleeping', ' runs', ' figures', ' breaks']",2,2,"['sleeping', 'marathon', 'dance', 'face']",1,1,"['sleeping', 'a', 'figures', 'fall']"
89,89,o,The teacher is teaching the kids calculus. The teacher,engages with the students well.,is eating at her desk with headphones on.,is arguing with her husband over the phone.,is learning calculus.,1,3,4,"[' engages', ' eating', ' arguing', ' learning']",3,3,"['well', 'on', 'phone', 'calculus']",2,2,"['engages', 'eating', 'arguing', 'calculus']"
90,90,o,The man is listening to his headphones. The man,is trying to study.,is having a conversation with someone in front of him.,is trying to teach students.,is in the shower.,1,2,4,"[' study', ' having', ' teach', ' shower']",2,2,"['study', 'him', 'students', 'shower']",4,4,"['study', 'a', 'students', 'shower']"
91,91,o,The child is reading Harry Potter. The child,is at disney world.,looks up a word.,is eating at a restaurant.,is at the cinema watching Harry Potter.,2,3,3,"[' dis', ' a', ' at', ' cinema']",3,3,"['world', 'word', 'restaurant', 'potter']",4,4,"['disney', 'a', 'a', 'cinema']"
92,92,o,The jacket is keeping the man warm. The man,is cold.,is in the fridge.,will be cold.,was cold.,4,1,4,"[' cold', ' fridge', ' will', ' cold']",2,2,"['cold', 'fridge', 'cold', 'cold']",3,4,"['cold', 'fridge', 'cold', 'cold']"
93,93,o,The carefully generated words were classified incorrectly to the network. The network,eats dinner.,ceases to be useful.,is being used to call a classification expert.,raises prices.,2,2,3,"[' eats', ' ceases', ' classification', ' raises']",3,4,"['dinner', 'ceases', 'expert', 'prices']",3,3,"['eats', 'ceases', 'expert', 'raises']"
94,94,o,The man is sitting on a chair. The man,He is tired from standing.,He is walking to a lecture.,He is running a marathon.,is playing soccer.,1,4,4,"[' He', ' He', ' He', ' soccer']",3,3,"['standing', 'lecture', 'marathon', 'soccer']",4,4,"['He', 'He', 'He', 'soccer']"
95,95,o,The tired man drinks an energy drink. The man,hopes to still be tired.,hopes to sleep soon.,has just finished a marathon.,will be sleeping soon.,3,3,3,"[' hopes', ' hopes', ' has', ' will']",3,3,"['tired', 'soon', 'marathon', 'soon']",4,4,"['hopes', 'soon', 'a', 'soon']"
96,96,o,The scientist eats a banana. The scientist,is hungry.,hates bananas.,is trying to eat his lab equipment.,is giving a lecture.,1,1,1,"[' hungry', ' hates', ' lab', ' giving']",4,4,"['hungry', 'bananas', 'equipment', 'lecture']",1,1,"['hungry', 'hates', 'eat', 'a']"
97,97,p,The artist is painting a banana. The artist,looks at the banana.,is hungry.,eats the banana.,hates bananas.,1,1,1,"[' looks', ' hungry', ' eats', ' hates']",1,3,"['banana', 'hungry', 'banana', 'bananas']",1,1,"['looks', 'hungry', 'eats', 'hates']"
98,98,o,The artist looks at the banana. The artist,paints a portrait of his father.,paints a rhino.,eats a banana.,sketches a orange.,3,3,3,"[' paints', ' rh', ' eats', ' orange']",1,3,"['father', 'rhino', 'banana', 'orange']",1,1,"['paints', 'paints', 'eats', 'a']"
99,99,o,The forest is on fire. The forest,won the lottery.,is being flooded.,is making the atmosphere black.,is killing the fox.,3,2,2,"[' won', ' flooded', ' making', ' fox']",4,2,"['lottery', 'flooded', 'black', 'fox']",3,3,"['lottery', 'flooded', 'black', 'fox']"
100,100,o,The men are sitting together at the church. The men,singing in a band.,are studying together about physics.,attending a mass.,are talking on the phone and cursing loudly.,3,4,2,"[' singing', ' studying', ' attending', ' cursing']",4,1,"['band', 'physics', 'mass', 'loudly']",4,1,"['a', 'physics', 'a', 'cursing']"
101,101,o,The motorist is on the speedway. He is,is at the restaurant.,trying to find police cars.,on his way home from work.,walks his cat.,3,3,3,"[' is', ' police', ' on', ' walks']",3,1,"['is', 'cars', 'work', 'cat']",3,3,"['restaurant', 'police', 'work', 'walks']"
102,102,o,A driver likes speeding and sees a police car in a couple of hundred meters. The driver,gets a ticket.,loves his fast dog.,kisses his wife.,also likes police cars.,1,1,1,"[' gets', ' dog', ' kisses', ' police']",1,1,"['ticket', 'dog', 'wife', 'cars']",1,2,"['a', 'dog', 'kisses', 'likes']"
103,103,r,The teacher is giving a lecture. The lecture,engages the students.,is eating his breakfast.,is teaching the teacher.,loves to teach the students.,1,3,3,"[' engages', ' eating', ' teaching', ' loves']",3,1,"['students', 'breakfast', 'teacher', 'loves']",3,2,"['engages', 'eating', 'teaching', 'loves']"
104,104,o,The headphones are playing music from a known band. The headphones,are on fire.,are black.,are hot.,is liquid.,2,1,1,"[' fire', ' black', ' hot', ' liquid']",2,2,"['fire', 'black', 'hot', 'liquid']",2,2,"['fire', 'black', 'hot', 'liquid']"
105,105,o,The man is at the kitchen. The man,is telling the waiter what he wants to eat.,cleans.,watching tv.,playing chess.,2,1,1,"[' telling', ' cleans', ' watching', ' playing']",1,1,"['eat', 'cleans', 'tv', 'chess']",1,2,"['waiter', 'cleans', 'tv', 'chess']"
106,106,p,A woman's favorite food to eat is a date. The date,will be in a nice bar.,is with a tasty man.,is juicy.,is her first one after a long time.,3,4,4,"[' bar', ' with', ' juicy', ' one']",4,4,"['bar', 'tasty', 'juicy', 'time']",3,3,"['a', 'a', 'juicy', 'a']"
107,107,o,A student grabs his smartphone. The student,texts his mother.,writes an essay.,drowns the phone.,throws the smartphone at the teacher.,1,4,2,"[' texts', ' writes', ' drown', ' throws']",4,4,"['mother', 'essay', 'drowns', 'teacher']",2,1,"['texts', 'essay', 'drowns', 'throws']"
108,108,o,A student receives a rebuking letter from the school. The student,responds to the love letter.,loves his teacher.,likes cows,beat up his friend during the break.,4,1,2,"[' love', ' loves', ' cows', ' beat']",4,4,"['letter', 'teacher', 'cows', 'break']",4,4,"['love', 'loves', 'cows', 'break']"
109,109,o,A dog and a cat and a horse are land creatures. They,all have the same speed.,fly through the air.,all have the same size.,do not have gills like fish.,4,4,3,"[' speed', ' fly', ' size', ' g']",2,2,"['speed', 'air', 'size', 'fish']",3,2,"['speed', 'fly', 'size', 'gills']"
110,110,o,A student likes to eat almonds. The almonds,fly around.,can swim.,can drive the teachers car.,are part of a trail mix.,4,4,1,"[' fly', ' swim', ' car', ' trail']",4,2,"['around', 'swim', 'car', 'mix']",4,1,"['around', 'swim', 'teachers', 'a']"
111,111,o,A boy is flying a kite on a summer day.   He,uses the kite to author computer programs.,has dinner.,makes the kite do loops in the air and smiles.,runs for cover from the rain.,3,3,4,"[' author', ' dinner', ' smiles', ' runs']",4,4,"['programs', 'dinner', 'smiles', 'rain']",4,4,"['author', 'dinner', 'loops', 'runs']"
112,112,q,Carl has two dogs named Sundance and Midnight.,"Sundance is a female, and the other two dogs are male.","Sundance is male, and Midnight is female.","Sundance is not a canine, but Midnight is.","Midnight is not a canine, and neither is Sundance.",2,2,1,"[' female', ' male', ' not', ' canine']",1,3,"['male', 'female', 'is', 'sundance']",1,4,"['Sundance', 'Sundance', 'Sundance', 'Sundance']"
113,113,o,There is a dog sitting by the window. The dog,morphs into a dog who looks outside.,is looking outside happily.,is bouncing up and down.,smells terrible.,2,3,4,"[' morph', ' happily', ' bouncing', ' terrible']",3,3,"['morphs', 'happily', 'down', 'terrible']",2,2,"['morphs', 'happily', 'bouncing', 'smells']"
114,114,o,A boy is running across a field wearing a green shirt.  He,smiles because his shirt is bright red.,gets tired and begins to slow down.,tosses and turns as he tries to fall asleep.,is trying to move as slowly as possible.,2,4,2,"[' He', ' begins', ' fall', ' move']",4,4,"['red', 'down', 'asleep', 'possible']",4,2,"['smiles', 'tired', 'tosses', 'slowly']"
115,115,q,I have a younger brother. I,am a supportive younger sister to him.,will be twenty when he is fifteen.,will be fifteen when is twenty.,wonder if he has any siblings.,2,4,4,"[' supportive', ' twenty', ' is', ' wonder']",1,1,"['him', 'fifteen', 'twenty', 'siblings']",2,3,"['a', 'he', 'is', 'he']"
116,116,o,A boy is running across a field wearing a green shirt. He,smiles because his shirt is bright green.,smiles because his shirt is bright red.,is trying to move as slowly as possible.,tosses and turns as he tries to fall asleep.,1,3,3,"[' smiles', ' smiles', ' move', ' fall']",3,3,"['green', 'red', 'possible', 'asleep']",3,3,"['smiles', 'smiles', 'slowly', 'tosses']"
117,117,o,There is a long line outside of best buy. The people,are enjoying a nice steak that is on sale today.,are attending a lecture at school,are trying to find the way home.,are waiting to shop for some sale items.,4,3,3,"[' enjoying', ' attending', ' way', ' sale']",1,2,"['today', 'school', 'home', 'items']",3,3,"['a', 'a', 'way', 'sale']"
118,118,o,A boy is running across a field. He,gets tired and begins to slow down.,tosses and turns as he tries to fall asleep.,smiles because his shirt is bright red.,is trying to move as slowly as possible.,1,1,1,"[' begins', ' fall', ' smiles', ' move']",4,4,"['down', 'asleep', 'red', 'possible']",4,1,"['tired', 'tosses', 'smiles', 'slowly']"
119,119,o,The man is performing magic on stage. He,is training for a marathon in magicville.,attends school to learn magic.,pulls the cat out of a bag.,is eating dinner with his friend.,3,3,3,"['ville', ' attends', ' cat', ' eating']",4,4,"['magicville', 'magic', 'bag', 'friend']",4,4,"['magicville', 'attends', 'pulls', 'dinner']"
120,120,o,The rabbit is running from the lion. The lion,is hunting.,is trying to become friends with the rabbit.,is sleeping in a cave.,is being domesticated.,1,2,1,"[' hunting', ' become', ' sleeping', ' domest']",2,2,"['hunting', 'rabbit', 'cave', 'domesticated']",2,2,"['hunting', 'become', 'a', 'domesticated']"
121,121,o,The woman is walking to the cinema. The woman,is learning to speak german.,dislikes movies.,is on a date.,is eating with her date at home.,3,3,3,"[' g', ' disl', ' on', ' date']",3,4,"['german', 'movies', 'date', 'home']",1,4,"['german', 'dislikes', 'a', 'date']"
122,122,q,The woman is counting to three. The woman,is at number 6.,is at number 1.,is at number 10.,is at number 5.,2,2,1,"[' number', ' number', ' number', ' number']",2,2,"['6', '1', '10', '5']",2,2,"['6', '1', '10', '5']"
123,123,o,The professor is teaching the kids physics. The professor,is arguing with her husband over the phone.,engages with the students well.,is eating at her desk with headphones on.,is learning physics.,2,4,4,"[' arguing', ' engages', ' eating', ' learning']",1,1,"['phone', 'well', 'on', 'physics']",3,3,"['arguing', 'engages', 'eating', 'physics']"
124,124,o,The paleontologist eats a banana. He,hates bananas.,is trying to eat his lab equipment.,is giving a lecture.,is hungry.,4,4,4,"[' hates', ' lab', ' giving', ' hungry']",3,3,"['bananas', 'equipment', 'lecture', 'hungry']",4,4,"['hates', 'eat', 'a', 'hungry']"
125,125,o,The woman is at the kitchen and the stove is on. She,cleans.,playing chess.,is telling the waiter what she wants to eat.,watching tv.,1,3,3,"[' cleans', ' playing', ' telling', ' watching']",3,2,"['cleans', 'chess', 'eat', 'tv']",3,1,"['cleans', 'chess', 'waiter', 'tv']"
126,126,o,An red elephant statue is sitting on a desk.  It,is a particularly bright shade of blue.,looks like an expensive antique carving.,is much larger than a skyscraper.,is motionless and green.,2,3,1,"[' particularly', ' It', ' skysc', ' motion']",1,1,"['blue', 'carving', 'skyscraper', 'green']",2,2,"['particularly', 'expensive', 'skyscraper', 'motionless']"
127,127,p,I eat a hot dog. The hot dog,eats his food.,prepares dinner.,wags his tail.,is spicy.,4,4,1,"[' his', ' prepares', ' w', ' spicy']",4,4,"['food', 'dinner', 'wags', 'spicy']",4,4,"['eats', 'prepares', 'wags', 'spicy']"
128,128,o,A woman is sitting at a table.  She,is eating dinner.,breaks the table using human hair.,flies the airplane into the ground.,is not sitting at a table.,1,4,1,"[' eating', ' human', ' flies', ' sitting']",4,4,"['dinner', 'hair', 'ground', 'table']",1,1,"['dinner', 'human', 'flies', 'a']"
129,129,o,A student is sitting in class. He,decided to become a train.,is doing his homework.,thinks the earth is flat.,is preparing dinner.,2,2,2,"[' decided', ' doing', ' earth', ' dinner']",2,1,"['train', 'homework', 'flat', 'dinner']",2,2,"['train', 'homework', 'thinks', 'preparing']"
130,130,r,Ashley walks her dog around her neighborhood. She,then goes to the park,wags her tail,then laps up water from the faucet,catches the frisbee in her mouth,1,1,1,"[' then', ' w', ' laps', ' fr']",1,1,"['park', 'tail', 'faucet', 'frisbee']",1,1,"['then', 'wags', 'laps', 'frisbee']"
131,131,r,"Jennifer walks her dog, Bill, around her neighborhood. She",then goes to the park,then laps up water from the faucet,catches a frisbee in her mouth,wags her tail,1,1,1,"[' then', ' laps', ' fr', ' w']",1,1,"['park', 'faucet', 'frisbee', 'wags']",1,1,"['then', 'laps', 'frisbee', 'wags']"
132,132,o,A girl cleans her new car. It,stops at a red light,signals a left turn,is no longer dirty,changes lanes,3,1,3,"[' stops', ' signals', ' no', ' changes']",1,3,"['light', 'turn', 'dirty', 'lanes']",3,3,"['a', 'signals', 'dirty', 'lanes']"
133,133,o,"A woman sits at a table, and then",becomes a man.,takes a bath.,crash the flight into ground.,eats dinner.,4,1,2,"[' becomes', ' bath', ' crash', ' eats']",2,1,"['man', 'bath', 'crash', 'dinner']",2,3,"['a', 'a', 'flight', 'eats']"
134,134,o,"I go into the bathroom, to",so that I can walk back out.,eat my dinner.,exercise.,brush my teeth.,4,4,4,"[' so', ' eat', ' exercise', ' brush']",1,4,"['out', 'dinner', 'exercise', 'teeth']",4,4,"['out', 'eat', 'exercise', 'brush']"
135,135,o,Two men play chess in a park. They,each eat a three course dinner,reach a stalemate,each feed the birds,laugh uncontrollably,2,2,2,"[' three', ' reach', ' feed', ' uncontroll']",1,3,"['dinner', 'stalemate', 'birds', 'uncontrollably']",3,3,"['eat', 'stalemate', 'feed', 'uncontrollably']"
